OTU,Size,Phylum,Class,Order,Family,Genus
Otu09466,4,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
Otu09467,4,Firmicutes,Bacilli,Bacillales,Bacillaceae_,Salimicrobium
Otu09468,4,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus
Otu09469,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09470,4,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae
Otu09471,4,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales,Myxococcales
Otu09472,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09473,4,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas
Otu09474,4,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadales_incertae_sedis,Alteromonadales_incertae_sedis
Otu09475,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09476,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09477,4,Firmicutes,Bacilli,Bacillales,Bacillaceae_,Bacillus
Otu09478,4,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales,Myxococcales
Otu09479,4,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium
Otu09480,4,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Saprospiraceae
Otu09481,4,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea
Otu09482,4,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes
Otu09483,4,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu09484,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09485,4,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu09486,4,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystaceae
Otu09487,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09488,4,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales,Myxococcales
Otu09489,4,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia/Shigella
Otu09490,4,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystaceae
Otu09491,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09492,4,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiales,Chlamydiales
Otu09493,4,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes
Otu09494,4,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Saprospiraceae
Otu09495,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09496,4,Proteobacteria,Gammaproteobacteria,Alteromonadales,Ferrimonadaceae,Ferrimonas
Otu09497,4,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea
Otu09498,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09499,4,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Saprospiraceae
Otu09500,4,Firmicutes,Bacilli,Bacillales,Bacillaceae_,Bacillus
Otu09501,4,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophagaceae
Otu09502,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09503,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09504,4,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes
Otu09505,4,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu09506,4,Firmicutes,Bacilli,Bacillales,Bacillaceae_,Bacillus
Otu09507,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09508,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09509,4,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales,Myxococcales
Otu09510,4,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes
Otu09511,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09512,4,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter
Otu09513,4,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae
Otu09514,4,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes
Otu09515,4,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales,Myxococcales
Otu09516,4,Bacteroidetes,Cytophagia,Cytophagales,Cytophagales,Cytophagales
Otu09517,4,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Spongiibacterium
Otu09518,4,Bacteroidetes,Cytophagia,Cytophagales,Cytophagales,Cytophagales
Otu09519,4,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes
Otu09520,4,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes
Otu09521,4,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes
Otu09522,4,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella
Otu09523,4,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Haliea
Otu09524,4,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirgaceae
Otu09525,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09526,4,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadales_incertae_sedis,Alteromonadales_incertae_sedis
Otu09527,4,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
Otu09528,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09529,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09530,4,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes
Otu09531,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09532,4,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Spongiibacterium
Otu09533,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09534,4,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hellea
Otu09535,4,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadales,Alteromonadales
Otu09536,4,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales,Myxococcales
Otu09537,4,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes
Otu09538,4,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_,Paenibacillus
Otu09539,4,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter
Otu09540,4,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes
Otu09541,4,Verrucomicrobia,Verrucomicrobia,Verrucomicrobia,Verrucomicrobia,Verrucomicrobia
Otu09542,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09543,4,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium
Otu09544,4,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae
Otu09545,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09546,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09547,4,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Polyangiaceae
Otu09548,4,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophagaceae
Otu09549,4,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Puniceicoccus
Otu09550,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09551,4,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacteraceae
Otu09552,4,Proteobacteria,Gammaproteobacteria,Chromatiales,Thioalkalispiraceae,Thioprofundum
Otu09553,4,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiales,Chromatiales
Otu09554,4,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiales,Chromatiales
Otu09555,4,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes
Otu09556,4,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Salinirepens
Otu09557,4,Chlamydiae,Chlamydiia,Chlamydiales,Waddliaceae,Waddlia
Otu09558,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09559,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09560,4,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiales,Chlamydiales
Otu09561,4,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystaceae
Otu09562,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09563,4,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirgaceae
Otu09564,4,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Puniceicoccaceae
Otu09565,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09566,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09567,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09568,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09569,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09570,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09571,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09572,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Halioglobus,Halioglobus
Otu09573,4,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria
Otu09574,4,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria
Otu09575,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09576,4,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes
Otu09577,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09578,4,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu09579,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09580,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09581,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09582,4,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes
Otu09583,4,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina
Otu09584,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09585,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09586,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09587,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09588,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09589,4,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Saprospiraceae
Otu09590,4,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina
Otu09591,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Gammaproteobacteria_incertae_sedis,Gammaproteobacteria_incertae_sedis
Otu09592,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09593,4,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobiaceae
Otu09594,4,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae
Otu09595,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09596,4,Acidobacteria,Acidobacteria_Gp3,Gp3,Gp,Gp
Otu09597,4,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobiaceae
Otu09598,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09599,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09600,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Gammaproteobacteria_incertae_sedis,Gammaproteobacteria_incertae_sedis
Otu09601,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09602,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Pseudohaliea,Pseudohaliea
Otu09603,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09604,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09605,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09606,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09607,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09608,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09609,4,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu09610,4,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiales,Chlamydiales
Otu09611,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09612,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09613,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09614,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09615,4,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu09616,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09617,4,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobiaceae
Otu09618,4,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
Otu09619,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09620,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09621,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09622,4,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_incertae_sedis,Geminicoccus,Geminicoccus
Otu09623,4,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia/Shigella
Otu09624,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09625,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09626,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09627,4,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrionaceae
Otu09628,4,Bacteroidetes,Cytophagia,Cytophagales,Cytophagales,Cytophagales
Otu09629,4,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrionaceae
Otu09630,4,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovoracaceae
Otu09631,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09632,4,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
Otu09633,4,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrionaceae
Otu09634,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Gammaproteobacteria_incertae_sedis,Gammaproteobacteria_incertae_sedis
Otu09635,4,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales,Myxococcales
Otu09636,4,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiales,Chlamydiales
Otu09637,4,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia/Shigella
Otu09638,4,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Parachlamydiaceae
Otu09639,4,Firmicutes,Bacilli,Bacillales,Bacillaceae_,Bacillus
Otu09640,4,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiales,Chlamydiales
Otu09641,4,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia/Shigella
Otu09642,4,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystaceae
Otu09643,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09644,4,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea
Otu09645,4,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Roseibacillus
Otu09646,4,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu09647,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09648,4,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Phaeodactylibacter
Otu09649,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09650,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09651,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09652,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Gammaproteobacteria_incertae_sedis,Gammaproteobacteria_incertae_sedis
Otu09653,4,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Chromatiaceae
Otu09654,4,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes
Otu09655,4,Actinobacteria,Actinobacteria,Acidimicrobiales,Acidimicrobiales,Acidimicrobiales
Otu09656,4,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Saprospiraceae
Otu09657,4,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes
Otu09658,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Halioglobus,Halioglobus
Otu09659,4,Actinobacteria,Actinobacteria,Acidimicrobiales,Acidimicrobiales,Acidimicrobiales
Otu09660,4,Actinobacteria,Actinobacteria,Acidimicrobiales,Acidimicrobiales,Acidimicrobiales
Otu09661,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09662,4,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Phaeodactylibacter
Otu09663,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09664,4,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Terrimonas
Otu09665,4,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_incertae_sedis,Geminicoccus,Geminicoccus
Otu09666,4,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirgaceae
Otu09667,4,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Phaeodactylibacter
Otu09668,4,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes
Otu09669,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09670,4,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria
Otu09671,4,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
Otu09672,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09673,4,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria
Otu09674,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09675,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09676,4,Planctomycetes,Phycisphaerae,Phycisphaerae,Phycisphaerae,Phycisphaerae
Otu09677,4,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu09678,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09679,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09680,4,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomycetaceae
Otu09681,4,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_,Clostridium_sensu_stricto
Otu09682,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09683,4,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu09684,4,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Endozoicomonas
Otu09685,4,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Thermogutta
Otu09686,4,Firmicutes,Clostridia,Clostridiales,Clostridiales,Clostridiales
Otu09687,4,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Rhodothermaceae,Rhodothermaceae
Otu09688,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09689,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09690,4,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillales,Oceanospirillales
Otu09691,4,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomycetaceae
Otu09692,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09693,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09694,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09695,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09696,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09697,4,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu09698,4,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu09699,4,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella
Otu09700,4,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomycetaceae
Otu09701,4,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacteriaceae
Otu09702,4,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Psychrilyobacter
Otu09703,4,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium
Otu09704,4,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Vampirovibrio
Otu09705,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09706,4,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudobacteroides
Otu09707,4,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu09708,4,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
Otu09709,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09710,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09711,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09712,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09713,4,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae
Otu09714,4,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria
Otu09715,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09716,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09717,4,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Saprospiraceae
Otu09718,4,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillales,Oceanospirillales
Otu09719,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09720,4,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu09721,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09722,4,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanospirillaceae
Otu09723,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09724,4,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae
Otu09725,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09726,4,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae
Otu09727,4,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu09728,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu09729,4,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu09730,4,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu09731,4,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Saprospiraceae
Otu09732,4,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu09733,4,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
