OTU,Size,Phylum,Class,Order,Family,Genus
Otu00253,758,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas
Otu00254,757,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Pelagibius
Otu00255,755,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirgaceae
Otu00256,755,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kordia
Otu00257,750,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu00258,741,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae
Otu00259,740,Acidobacteria,Acidobacteria_Gp10,Gp10,Gp0,Gp
Otu00260,736,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas
Otu00261,736,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Saprospiraceae
Otu00262,727,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
Otu00263,727,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Citricoccus
Otu00264,721,Actinobacteria,Actinobacteria,Acidimicrobiales,Acidimicrobiales,Acidimicrobiales
Otu00265,719,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichales_incertae_sedis,Fangia
Otu00266,719,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu00267,718,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Endozoicomonas
Otu00268,712,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_incertae_sedis,Geminicoccus,Geminicoccus
Otu00269,711,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Prosthecochloris
Otu00270,710,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae
Otu00271,704,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu00272,704,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomycetaceae
Otu00273,696,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Neptuniibacter
Otu00274,693,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Kiloniella
Otu00275,690,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Rhizobiales
Otu00276,686,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomycetaceae
Otu00277,686,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadales_incertae_sedis,Alteromonadales_incertae_sedis
Otu00278,685,Planctomycetes,Phycisphaerae,Phycisphaerae,Phycisphaerae,Phycisphaerae
Otu00279,681,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae
Otu00280,678,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriales,Sphingobacteriales
Otu00281,674,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Siansivirga
Otu00282,673,Proteobacteria,Betaproteobacteria,Betaproteobacteria,Betaproteobacteria,Betaproteobacteria
Otu00283,671,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Polyangiaceae
Otu00284,665,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu00285,662,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rhodopirellula
Otu00286,661,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu00287,659,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae
Otu00288,658,Actinobacteria,Actinobacteria,Acidimicrobiales,Acidimicrobiaceae,Ilumatobacter
Otu00289,658,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu00290,656,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Saprospiraceae
Otu00291,656,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter
Otu00292,653,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacteriaceae
Otu00293,653,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales,Rhodospirillales
Otu00294,651,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Marinicella,Marinicella
Otu00295,650,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomycetaceae
Otu00296,650,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu00297,648,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu00298,632,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Otu00299,631,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu00300,629,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu00301,628,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae
Otu00302,627,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu00303,627,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes
Otu00304,625,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Spongiibacterium
Otu00305,621,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Ponticaulis
Otu00306,619,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu00307,614,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu00308,612,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae
Otu00309,610,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella
Otu00310,608,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorpha
Otu00311,603,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera
Otu00312,602,Firmicutes,Clostridia,Halanaerobiales,Anoxybacter,Anoxybacter
Otu00313,601,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes
Otu00314,597,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu00315,595,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacteriaceae
Otu00316,593,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu00317,590,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea
Otu00318,589,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu00319,588,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu00320,588,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales,Myxococcales
Otu00321,587,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomycetaceae
Otu00322,586,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Thalassobaculum
Otu00323,586,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicola
Otu00324,585,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Salinispira
Otu00325,584,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter
Otu00326,583,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu00327,582,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Halioglobus,Halioglobus
Otu00328,582,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirgaceae
Otu00329,577,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Spongiibacterium
Otu00330,577,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu00331,576,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae
Otu00332,575,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Micrococcus
Otu00333,574,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
Otu00334,572,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter
Otu00335,566,Verrucomicrobia,Opitutae,Opitutae,Opitutae,Opitutae
Otu00336,563,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu00337,563,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes
Otu00338,560,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Endozoicomonas
Otu00339,556,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter
Otu00340,555,Proteobacteria,Alphaproteobacteria,Rhizobiales,Cohaesibacteraceae,Cohaesibacter
Otu00341,555,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae
Otu00342,552,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu00343,550,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu00344,550,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu00345,549,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu00346,548,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu00347,548,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Otu00348,546,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria,Deltaproteobacteria
Otu00349,545,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella
Otu00350,543,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu00351,540,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseriaceae
Otu00352,537,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae
Otu00353,537,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta
Otu00354,536,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu00355,534,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria
Otu00356,533,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu00357,531,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu00358,530,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes
Otu00359,530,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu00360,527,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae
Otu00361,527,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu00362,527,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella
Otu00363,526,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes
Otu00364,523,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Lewinella
Otu00365,520,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae
Otu00366,519,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiales,Chromatiales
Otu00367,518,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Fulvivirga
Otu00368,513,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriales,Flavobacteriales
Otu00369,513,Proteobacteria,Alphaproteobacteria,Parvularculales,Parvularculaceae,Parvularcula
Otu00370,513,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus
Otu00371,509,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
Otu00372,505,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu00373,504,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Reichenbachiella
Otu00374,503,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Kocuria
Otu00375,501,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu00376,500,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jannaschia
Otu00377,499,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu00378,499,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu00379,497,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu00380,497,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu00381,493,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu00382,490,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria,Proteobacteria
Otu00383,490,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina
Otu00384,488,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Grimontia
Otu00385,487,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu00386,487,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu00387,484,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Terasakiella
Otu00388,481,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu00389,479,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu00390,474,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter
Otu00391,473,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu00392,471,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Blastopirellula
Otu00393,469,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Spongiibacterium
Otu00394,469,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu00395,468,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu00396,466,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
Otu00397,466,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomycetaceae
Otu00398,465,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu00399,464,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu00400,464,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu00401,463,Firmicutes,Clostridia,Clostridiales,Clostridiales,Clostridiales
Otu00402,463,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacteriaceae
Otu00403,462,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella
Otu00404,459,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu00405,458,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes,Planctomycetes
Otu00406,457,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes
Otu00407,449,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirgaceae
Otu00408,449,Actinobacteria,Actinobacteria,Acidimicrobiales,Acidimicrobiaceae,Ilumatobacter
Otu00409,449,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Lewinella
Otu00410,444,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu00411,442,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
Otu00412,442,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Coraliomargarita
Otu00413,440,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Salinimonas
Otu00414,440,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu00415,439,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadales,Alteromonadales
Otu00416,438,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiales,Chromatiales
Otu00417,438,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
Otu00418,437,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu00419,437,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu00420,437,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae
Otu00421,437,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Coraliomargarita
Otu00422,435,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirgaceae
Otu00423,435,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu00424,434,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes
Otu00425,434,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae
Otu00426,429,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobiaceae
Otu00427,428,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirgaceae
Otu00428,427,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu00429,426,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae
Otu00430,426,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu00431,425,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu00432,424,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu00433,424,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae
Otu00434,423,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu00435,423,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae
Otu00436,423,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales,Myxococcales
Otu00437,422,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae
Otu00438,420,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu00439,416,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae
Otu00440,413,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes,Bacteroidetes
Otu00441,411,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu00442,411,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomycetaceae
Otu00443,411,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu00444,410,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,Rhizobiales
Otu00445,410,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaetaceae
Otu00446,409,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
Otu00447,405,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oleibacter
Otu00448,405,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu00449,403,Actinobacteria,Actinobacteria,Acidimicrobiales,Acidimicrobiaceae,Ilumatobacter
Otu00450,403,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu00451,402,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiales,Chromatiales
Otu00452,401,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Inquilinus
Otu00453,400,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter
Otu00454,400,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiales,Verrucomicrobiales
Otu00455,400,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu00456,399,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu00457,399,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Anderseniella
Otu00458,398,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria,Gammaproteobacteria
Otu00459,398,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfofaba
Otu00460,396,Firmicutes,Clostridia,Halanaerobiales,Anoxybacter,Anoxybacter
Otu00461,393,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Rhodothermaceae,Rhodothermaceae
Otu00462,392,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu00463,390,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiales,Chromatiales
Otu00464,387,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu00465,383,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Saprospiraceae
Otu00466,382,Planctomycetes,Phycisphaerae,Phycisphaerae,Phycisphaerae,Phycisphaerae
Otu00467,381,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacteriaceae
Otu00468,379,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella
Otu00469,377,Chlamydiae,Chlamydiia,Chlamydiales,Simkaniaceae,Simkania
Otu00470,376,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae
Otu00471,375,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Hahella
Otu00472,375,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae
Otu00473,374,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria,Alphaproteobacteria
Otu00474,374,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Pelagibius
Otu00475,374,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Saprospiraceae
